"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TOBS","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USC00280907","BOONTON 1 SE, NJ US","2021-07-29","0.00","0.0","0.0",,"64",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-07-30","0.71","0.0","0.0",,"69",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-07-31","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-01","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-02","0.12","0.0","0.0",,"63",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-03","0.00","0.0","0.0",,"56",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-04","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-05","0.00","0.0","0.0",,"66",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-06","0.00","0.0","0.0",,"61",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-07","0.00","0.0","0.0",,"64",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-08","0.10","0.0","0.0",,"66",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-09","0.00","0.0","0.0",,"69",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-10","0.00","0.0","0.0",,"70",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-11","0.04","0.0","0.0",,"70",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-12","0.88","0.0","0.0",,"71",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-13","0.00","0.0","0.0",,"72",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-14","0.00","0.0","0.0",,"74",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-15","0.00","0.0","0.0",,"61",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-16","0.00","0.0","0.0",,"63",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-17","0.00","0.0","0.0",,"69",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-18","0.00","0.0","0.0",,"72",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-19","1.15","0.0","0.0",,"75",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-20","0.00","0.0","0.0",,"73",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-21","0.00","0.0","0.0",,"69",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-22","1.60","0.0","0.0",,"74",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-23","2.62","0.0","0.0",,"72",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-24","0.05","0.0","0.0",,"74",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-25","0.00","0.0","0.0",,"71",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-26","0.00","0.0","0.0",,"73",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-27","0.40","0.0","0.0",,"75",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-28","0.01","0.0","0.0",,"72",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-29","0.00","0.0","0.0",,"66",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-30","0.00","0.0","0.0",,"71",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-08-31","0.00","0.0","0.0",,"71",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-01","0.13","0.0","0.0",,"68",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-02","4.84","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-03","0.00","0.0","0.0",,"55",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-04","0.00","0.0","0.0",,"58",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-05","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-06","0.02","0.0","0.0",,"66",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-07","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-08","0.00","0.0","0.0",,"59",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-09","0.13","0.0","0.0",,"66",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-10","0.04","0.0","0.0",,"61",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-11","0.00","0.0","0.0",,"51",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-12","0.00","0.0","0.0",,"62",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-13","0.00","0.0","0.0",,"78",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-14","0.66","0.0","0.0",,"64",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-15","0.00","0.0","0.0",,"67",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-16","0.00","0.0","0.0",,"68",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-17","0.02","0.0","0.0",,"68",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-18","0.02","0.0","0.0",,"68",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-19","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-20","0.00","0.0","0.0",,"52",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-21","0.00","0.0","0.0",,"55",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-22","0.03","0.0","0.0",,"69",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-23","0.00","0.0","0.0",,"73",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-24","0.88","0.0","0.0",,"56",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-25","0.00","0.0","0.0",,"50",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-26","0.00","0.0","0.0",,"59",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-27","0.00","0.0","0.0",,"62",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-28","0.00","0.0","0.0",,"61",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-29","0.09","0.0","0.0",,"51",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-09-30","0.00","0.0","0.0",,"55",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-01","0.00","0.0","0.0",,"49",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-02","0.00","0.0","0.0",,"48",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-03","0.00","0.0","0.0",,"52",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-04","0.10","0.0","0.0",,"65",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-05","0.64","0.0","0.0",,"58",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-06","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-07","0.00","0.0","0.0",,"58",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-08","0.00","0.0","0.0",,"54",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-09","0.00","0.0","0.0",,"57",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-10","0.00","0.0","0.0",,"58",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-11","0.08","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-12","0.02","0.0","0.0",,"58",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-13","0.00","0.0","0.0",,"59",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-14","0.00","0.0","0.0",,"62",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-15","0.00","0.0","0.0",,"57",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-16","0.00","0.0","0.0",,"62",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-17","0.33","0.0","0.0",,"51",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-18","0.00","0.0","0.0",,"42",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-19","0.00","0.0","0.0",,"40",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-20","0.00","0.0","0.0",,"57",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-21","0.00","0.0","0.0",,"51",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-22","0.00","0.0","0.0",,"60",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-23","0.00","0.0","0.0",,"47",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-24","0.00","0.0","0.0",,"39",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-25","0.13","0.0","0.0",,"55",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-26","2.44","0.0","0.0",,"55",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-27","1.71","0.0","0.0",,"57",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-28","0.00","0.0","0.0",,"43",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-29","0.00","0.0","0.0",,"43",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-30","0.41","0.0","0.0",,"52",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-10-31","0.18","0.0","0.0",,"54",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-01","0.02","0.0","0.0",,"51",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-02","0.00","0.0","0.0",,"42",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-03","0.00","0.0","0.0",,"38",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-04","0.00","0.0","0.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-05","0.00","0.0","0.0",,"34",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-06","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-07","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-08","0.00","0.0","0.0",,"35",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-09","0.00","0.0","0.0",,"36",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-10","0.00","0.0","0.0",,"49",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-11","0.00","0.0","0.0",,"33",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-12","0.00","0.0","0.0",,"63",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-13","0.46","0.0","0.0",,"38",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-14","0.21","0.0","0.0",,"33",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-15","0.04","0.0","0.0",,"36",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-16","0.00","0.0","0.0",,"35",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-17","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-18","0.00","0.0","0.0",,"41",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-19","0.12","0.0","0.0",,"39",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-20","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-21","0.00","0.0","0.0",,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-22","0.07","0.0","0.0",,"45",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-23","0.00","0.0","0.0",,"31",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-24","0.00","0.0","0.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-25","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-26","0.08","0.0","0.0",,"41",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-27","0.09","0.0","0.0",,"34",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-28","0.01","0.0","0.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-29","0.00","0.0","0.0",,"35",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-11-30","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-01","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-02","0.15","0.0","0.0",,"42",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-03","0.06","0.0","0.0",,"41",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-04","0.00","0.0","0.0",,"31",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-05","0.00","0.0","0.0",,"32",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-06","0.11","0.0","0.0",,"44",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-07","0.02","0.0","0.0",,"33",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-08","0.00","0.0","0.0",,"32",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-09","0.00","0.0","0.0",,"30",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-10","0.00","0.0","0.0",,"35",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-11","0.01","0.0","0.0",,"41",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-12","0.10","0.0","0.0",,"42",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-13","0.00","0.0","0.0",,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-14","0.00","0.0","0.0",,"44",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-15","0.00","0.0","0.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-16","0.00","0.0","0.0",,"53",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-17","0.00","0.0","0.0",,"56",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-18","0.00","0.0","0.0",,"40",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-19","0.10","0.0","0.0",,"38",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-20","0.00","0.0","0.0",,"20",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-21","0.00","0.0","0.0",,"21",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-22","0.23",,,,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-23","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-24","0.07","1.0","1.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-25","0.04","0.0","0.0",,"35",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-26","0.12","0.0","0.0",,"42",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-27","0.00","0.0","0.0",,"31",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-28","0.05","0.0","0.0",,"38",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-29","0.17","0.0","0.0",,"39",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-30","0.02","0.0","0.0",,"41",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2021-12-31","0.02","0.0","0.0",,"45",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-01","0.02","0.0","0.0",,"47",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-02","0.52","0.0","0.0",,"50",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-03","0.00","0.0","0.0",,"30",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-04","0.00","0.0","0.0",,"18",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-05","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-06","0.01","0.0","0.0",,"35",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-07","0.28","4.0","4.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-08","0.00","0.0","4.0",,"17",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-09","0.00","0.0",,,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-10","0.04","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-11","0.00","0.0","0.0",,"14",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-12","0.00","0.0","0.0",,"16",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-13","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-14","0.00","0.0","0.0",,"36",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-15","0.00","0.0","0.0",,"8",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-16","0.00","0.0","0.0",,"3",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-17","1.55",,"1.0",,"39",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-18","0.01","0.0","1.0",,"30",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-19","0.00","0.0","0.0",,"23",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-20","0.12","0.0","0.0",,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-21","0.06",,,,"11",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-22","0.00","0.0","0.0",,"9",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-23","0.00","0.0","0.0",,"17",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-24","0.00","0.0","0.0",,"24",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-25","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-26","0.00","0.0","0.0",,"18",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-27","0.00","0.0","0.0",,"9",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-28","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-29","0.24","2.0","2.0",,"20",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-30","0.08",,,,"10",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-01-31","0.00","0.0","0.0",,"8",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-01","0.00","0.0",,,"12",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-02","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-03","0.02","0.0","0.0",,"38",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-04","1.18","0.0","0.0",,"40",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-05","0.43","0.0","0.0",,"20",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-06","0.00","0.0","0.0",,"14",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-07","0.00","0.0","0.0",,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-08","0.06","0.0","0.0",,"34",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-09","0.00","0.0","0.0",,"23",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-10","0.00","0.0","0.0",,"30",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-11","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-12","0.00","0.0","0.0",,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-13","0.08","2.0","2.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-14","0.06","0.6","2.0",,"13",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-15","0.00","0.0","1.0",,"13",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-16","0.00","0.0","1.0",,"15",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-17","0.00","0.0","0.0",,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-18","1.14","0.0","0.0",,"56",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-19","0.00","0.0","0.0",,"19",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-20","0.00","0.0","0.0",,"18",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-21","0.00","0.0","0.0",,"25",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-22","0.00","0.0","0.0",,"31",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-23","0.25","0.0","0.0",,"51",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-24","0.00","0.0","0.0",,"27",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-25","0.47",,,,"28",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-26","0.23","0.0","0.0",,"24",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-27","0.00","0.0","0.0",,"29",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-02-28","0.00","0.0","0.0",,"24",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-03-01","0.00","0.0","0.0",,"26",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-03-02","0.00","0.0","0.0",,"36",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-03-03","0.07","0.0","0.0",,"37",,,,,,,,,,
"USC00280907","BOONTON 1 SE, NJ US","2022-03-04","0.00","0.0","0.0",,"18",,,,,,,,,,
